retailer_id,contact_id,retailer_party_id,description,slogan,logo,external_retailer_id,abbreviation,account,inmar_pos_flag,pos_system,inmar_registration_flag,registration_system,house_holding_ind,private_label_pgm_ind,default_password,live_ind,primary_loyalty_type_id,inmar_managed_flag,consumer_metadata_ind,targeted_offer_ind
266,22880,583,ri - Palmer's,,,,ripalmers,,Y,,Y,,Y,Y,UNKnown,N,2,Y,N,N
267,13524,497,MCX,,,,mcx,,N,,N,,N,Y,UNKnown,Y,2,Y,N,N
268,23954,584,ri - Carlie C's IGA,,,,ricarliec,,Y,ISS45v8,Y,,Y,Y,UNKnown,Y,2,Y,N,N
269,23955,585,ri - Central Market,,,,ricentral,,Y,ISS45v8,Y,,Y,Y,UNKnown,Y,2,Y,N,N
270,23958,586,Albertsons,,,,albertsons,,N,,N,,N,N,UNKnown,N,1,N,N,N
271,23959,587,Roundy's,,,,roundys,,N,,N,,N,N,UNKnown,Y,1,N,N,N
272,24071,588,Fetch Rewards,,,,fetch,,N,,Y,,N,Y,UNKnown,Y,2,Y,N,N
273,24094,591,FoodMaxx,,,,foodmaxx,,N,,Y,,N,N,UNKnown,Y,2,Y,N,N
274,24155,592,ri - Polly's Country Market,,,,ripolly,,Y,ISS45v8,Y,,Y,Y,UNKnown,Y,2,Y,N,N
275,24156,593,ri - Central Grocers,,,,ricentralgrocers,,Y,ISS45,Y,,Y,Y,UNKnown,Y,2,Y,N,N
276,24249,595,ri - Dierbergs,,,,ridierbergs,,Y,Retalix StoreLine,Y,,Y,Y,UNKnown,Y,2,Y,N,N
277,24250,596,fred's Pharmacy,,,,freds,,N,,Y,,Y,N,UNKnown,Y,1,Y,N,N
278,24448,612,ri - Berkot's Super Foods,,,,riberkots,,Y,ISS45v8,Y,,Y,Y,UNKnown,Y,2,Y,N,N
279,24449,613,ri - Laurel Grocery,,,,rilaurel,,Y,ISS45v8,Y,,Y,Y,UNKnown,Y,2,Y,N,N
280,24542,617,ri - C&S Wholesale Grocery,,,,ricands,,Y,ISS45v8,Y,Reach Microsite,Y,Y,UNKnown,Y,2,Y,N,N
281,24622,618,ri - Unified,,,,riunified,,Y,ISS45v8,Y,Reach Microsite,Y,Y,UNKnown,Y,2,Y,N,N
282,24723,621,ri - Checker's Market,,,,richeckers,,Y,ISS45v8,Y,,Y,Y,UNKnown,Y,2,Y,N,N
283,24724,622,ri - Northwest Grocers,,,,rinorthwest,,Y,ISS45v8,Y,,Y,Y,UNKnown,Y,2,Y,N,N
284,25875,634,Flow Automotive,,,,flowauto,,N,,N,,N,Y,UNKnown,Y,2,Y,N,N
285,25801,628,Stop And Shop,,,,stopandshop,,N,,N,,N,N,UNKnown,N,1,N,N,N
286,25802,629,Giant Carlilse,,,,giantcarlilse,,N,,N,,N,N,UNKnown,N,1,N,N,N
287,25803,630,Giant Landover,,,,giantlandover,,N,,N,,N,N,UNKnown,N,1,N,N,N
288,25822,631,InmartCard,,,,inmartcard,,N,,N,,Y,Y,UNKnown,Y,2,Y,N,N
289,25829,632,Piggly Wiggly Midwest,,,,pigwigmw,,Y,Retalix StoreLine,Y,Retailer Managed B2C,Y,Y,UNKnown,Y,2,Y,N,N
290,25859,633,ri - Reasor's,,,,rireasors,,Y,ISS45v8,Y,Reach Microsite,Y,Y,UNKnown,Y,2,Y,N,N
292,25884,635,Shop n Save East,,,,svsnseast,,N,,Y,,N,Y,UNKnown,Y,2,Y,N,N
294,26284,636,ri - AGBR,,,,riagbr,,Y,ISS45v8,Y,Retailer Website,Y,Y,UNKnown,Y,2,Y,N,N
295,26488,637,Butera Markets,,,,butera,,Y,Storeline,Y,Inmar POP code,N,Y,UNKnown,Y,1,Y,N,N
296,26490,638,ri - North Market,,,,rinorth,,Y,LOC,Y,Inmar API,Y,Y,UNKnown,Y,2,Y,N,N
297,45852,807,GreenWise,,,,greenwise,,Y,NCR Retalix ISS45 StoreLine v8.45.2000,Y,GreenWise SSO,N,Y,UNKnown,Y,1,Y,Y,N
298,26703,746,Mariano's Freshmarket,,,,mariano,,N,,N,,N,N,UNKnown,Y,1,N,N,N
299,26699,742,Metro Market,,,,metromarket,,N,,N,,N,N,UNKnown,Y,1,N,N,N
300,26702,745,Pick 'n Save,,,,picknsave,,N,,N,,N,N,UNKnown,Y,1,N,N,N
301,26701,744,Sprouts,,,,sprouts,,N,,N,,N,N,UNKnown,Y,1,N,N,N
302,26700,743,Fresh Grocer,,,,freshgrocer,,N,,N,,N,N,UNKnown,Y,1,N,N,N
303,26704,747,Copps,,,,copps,,N,,N,,N,N,UNKnown,Y,1,N,N,N
304,45603,775,KTA Super Stores,,,,ktasuperstores,,Y,,Y,,N,Y,UNKnown,N,1,Y,N,N
305,45621,779,ri - KTA Super Stores,,,,riktasuperstores,,Y,ISS45 v8,Y,reach microsite,Y,Y,UNKnown,Y,2,Y,N,N
306,45653,783,ri - Piggly Wiggly Central,,,,ripwcsc,,Y,LOC,Y,reach microsite,Y,Y,UNKnown,Y,2,Y,N,N
307,45661,784,Kinney Drug,,,,kinney,,Y,LOC,Y,Kinney Registration System running Inmar Coupon Portal,Y,Y,UNKnown,Y,2,Y,N,N
308,45777,798,Associated Wholesale Grocer,,,,awg,,N,,N,,N,N,UNKnown,Y,1,N,N,N
309,45861,810,Giant Tiger Store Ltd.,,,,gianttiger,,Y,PCMS,Y,Retailer site managed,Y,Y,UNKnown,Y,2,Y,Y,N
311,46108,843,Acme Markets,,,,acme,,N,,N,,N,N,UNKnown,Y,1,N,N,N
312,46231,853,AmplifyRPM,,,,amplifyrpm,,N,,N,,Y,N,UNKnown,Y,2,Y,N,N
313,46254,857,ri - Super A,,,,risupera,,Y,ISS45v8,Y,reach microsite,Y,Y,UNKnown,Y,2,Y,N,N
1569,12345,418,Price Chopper,,,,pricechopperdpn,,Y,,Y,,Y,N,UNKnown,Y,2,Y,N,N
